Timestamp,Class,Confidence
2025-11-11 10:29:59,person,0.795
2025-11-11 10:29:59,person,0.262
2025-11-11 14:16:42,snapshot_1761532651.jpg,chair,0.649
2025-11-11 14:16:42,snapshot_1761532651.jpg,person,0.274
2025-11-11 14:16:42,snapshot_1761532651.jpg,bottle,0.273
2025-11-11 14:16:42,snapshot_1761532658.jpg,bottle,0.72
2025-11-11 14:16:42,snapshot_1761532668.jpg,laptop,0.93
2025-11-11 14:16:42,snapshot_1761532668.jpg,mouse,0.559
2025-11-11 14:16:42,snapshot_1761532668.jpg,bottle,0.45
2025-11-11 14:16:42,snapshot_1761532668.jpg,person,0.403
2025-11-11 14:16:42,snapshot_1761532673.jpg,bus,0.726
2025-11-11 14:16:42,snapshot_1761532673.jpg,person,0.263
2025-11-11 14:16:42,snapshot_1761532678.jpg,person,0.625
2025-11-11 14:16:42,snapshot_1761532678.jpg,bottle,0.272
2025-11-11 14:16:42,snapshot_1761532678.jpg,chair,0.252
2025-11-11 14:16:42,snapshot_1761532683.jpg,laptop,0.772
2025-11-11 14:16:42,snapshot_1761532683.jpg,cup,0.304
2025-11-11 14:16:42,snapshot_1761532683.jpg,person,0.29
2025-11-11 14:16:42,snapshot_1761532683.jpg,bottle,0.277
2025-11-11 14:16:42,snapshot_1761532683.jpg,person,0.275
2025-11-11 14:16:42,snapshot_1761532683.jpg,tv,0.273
2025-11-11 14:16:42,snapshot_1761532683.jpg,bed,0.263
2025-11-11 14:16:43,snapshot_1761532693.jpg,laptop,0.919
2025-11-11 14:16:43,snapshot_1761532693.jpg,person,0.836
2025-11-11 14:16:43,snapshot_1761532693.jpg,mouse,0.661
2025-11-11 14:16:43,snapshot_1761532693.jpg,person,0.314
2025-11-11 14:16:43,snapshot_1761532693.jpg,book,0.303
2025-11-11 14:16:43,snapshot_1761532698.jpg,chair,0.552
2025-11-11 14:16:43,snapshot_1761532698.jpg,person,0.458
2025-11-11 14:16:43,snapshot_1761532698.jpg,remote,0.304
2025-11-11 14:16:43,snapshot_1761532698.jpg,keyboard,0.283
2025-11-11 14:16:43,snapshot_1761532703.jpg,fork,0.344
2025-11-11 14:16:43,snapshot_1761532708.jpg,laptop,0.88
2025-11-11 14:16:43,snapshot_1761532708.jpg,person,0.741
2025-11-11 14:16:43,snapshot_1761532708.jpg,mouse,0.359
2025-11-11 14:16:43,snapshot_1761532713.jpg,book,0.657
2025-11-11 14:16:43,snapshot_1761532713.jpg,suitcase,0.295
2025-11-11 14:16:43,snapshot_1761532718.jpg,person,0.855
2025-11-11 14:16:43,snapshot_1761532718.jpg,chair,0.697
2025-11-11 14:16:43,snapshot_1761532718.jpg,chair,0.567
2025-11-11 14:16:43,snapshot_1761532718.jpg,bottle,0.456
